1,20711107,Decorative Boxes,Fuzzy decorative box,https://images.meesho.com/images/catalogs/20711107/collages/1/1/454dd1e1cbb35efadfd93697a420dcf024bf21acbe10aa99ae5134b6c036919b6534c5e3464eed5397c9cd467d7fcea01c60e72aca05219e12d96036c07ecf98.webp?width=256,"Cash Box, Shagun Box, Gift Box, Gaddi Box, Jewellery Box, Money Box Envelop Wedding Gift (Pink & Gold1)",GADDI BOX - PAN - RED GOLD - 2 PCS,GADDI BOX - PAN - RED GOLD - 2 PCS,126,8
1,20711107,Decorative Boxes,Fuzzy decorative box,https://images.meesho.com/images/catalogs/20711107/collages/1/1/454dd1e1cbb35efadfd93697a420dcf024bf21acbe10aa99ae5134b6c036919b6534c5e3464eed5397c9cd467d7fcea01c60e72aca05219e12d96036c07ecf98.webp?width=256,"Cash Box, Shagun Box, Gift Box, Gaddi Box, Jewellery Box, Money Box Envelop Wedding Gift (Pink & Gold)",GADDI BOX-PAN-PINK-GOLDEN-2 PCS,GADDI BOX-PAN-PINK-GOLDEN-2 PCS,126,8
